batter,bowler,balls,runs,wickets,dots,fours,sixes,dot_pct,strike_rate,average
Mukul Choudhary,Sonny Baker,15,27,2,2,1,1,13.33,180.0,13.5
Mukul Choudhary,Sunil Narine,71,81,3,18,1,3,25.35,114.08,27.0
Mukul Choudhary,Suryansh Shedge,3,13,0,0,1,1,0.0,433.33,13.0
Mukul Choudhary,Tanay Thyagarajan,10,15,1,4,3,0,40.0,150.0,15.0
Mukul Choudhary,Tharindu Rathnanayake,11,16,0,4,1,1,36.36,145.45,16.0
Mukul Choudhary,Tilak Varma,17,27,0,0,0,0,0.0,158.82,27.0
Mukul Choudhary,Vaisakh Chandran,3,4,0,0,0,0,0.0,133.33,4.0
Mukul Choudhary,Varun Chakravarthy,27,33,1,3,1,0,11.11,122.22,33.0
Mukul Choudhary,Venkatesh Iyer,2,3,0,0,0,0,0.0,150.0,3.0
Mukul Choudhary,Vipraj Nigam,5,11,0,0,2,0,0.0,220.0,11.0
Mukul Choudhary,Vishen Halambage,53,65,0,12,4,1,22.64,122.64,65.0
Mukul Choudhary,Wanindu Hasaranga,44,63,1,7,4,1,15.91,143.18,63.0
Mukul Choudhary,Washington Sundar,79,153,3,12,7,10,15.19,193.67,51.0
Mukul Choudhary,Will Jacks,51,71,4,10,2,3,19.61,139.22,17.75
Mukul Choudhary,Yuvraj Chaudhary,7,9,0,0,0,0,0.0,128.57,9.0
Mukul Choudhary,Zeeshan Ansari,17,28,0,3,1,2,17.65,164.71,28.0
Murvin Abinash,Seekkuge Prasanna,1,2,0,0,0,0,0.0,200.0,2.0
Murvin Abinash,Tanay Thyagarajan,1,1,0,0,0,0,0.0,100.0,1.0
Naman Dhir,Aiden Markram,2,1,1,1,0,0,50.0,50.0,1.0
Naman Dhir,Akeal Hosein,30,36,0,11,2,2,36.67,120.0,36.0
Naman Dhir,Anshul Kamboj,6,10,0,0,0,0,0.0,166.67,10.0
Naman Dhir,Arjun Tendulkar,25,40,0,9,4,2,36.0,160.0,40.0
Naman Dhir,Arshdeep Singh,15,21,0,3,1,1,20.0,140.0,21.0
Naman Dhir,Ashok Sharma,23,29,2,7,1,1,30.43,126.09,14.5
Naman Dhir,Atit Sheth,4,11,1,1,1,1,25.0,275.0,11.0
Naman Dhir,Avinov Choudhary,4,12,0,1,1,1,25.0,300.0,12.0
Naman Dhir,Bhuvneshwar Kumar,4,4,0,0,0,0,0.0,100.0,4.0
Naman Dhir,Brad Evans,8,6,1,7,0,1,87.5,75.0,6.0
Naman Dhir,CV Stephen,11,9,1,4,0,0,36.36,81.82,9.0
Naman Dhir,Corbin Bosch,8,12,0,0,0,0,0.0,150.0,12.0
Naman Dhir,Dasun Shanaka,3,3,0,0,0,0,0.0,100.0,3.0
Naman Dhir,Deepak Hooda,4,6,0,3,0,1,75.0,150.0,6.0
Naman Dhir,Dian Forrester,10,9,1,3,0,0,30.0,90.0,9.0
Naman Dhir,Donovan Ferreira,4,11,0,0,0,1,0.0,275.0,11.0
Naman Dhir,Duan Jansen,4,3,0,1,0,0,25.0,75.0,3.0
Naman Dhir,Dushan Hemantha,6,15,0,1,0,2,16.67,250.0,15.0
Naman Dhir,Gurinder Singh,5,8,1,1,1,0,20.0,160.0,8.0
Naman Dhir,Harpreet Brar,20,23,1,5,1,0,25.0,115.0,23.0
Naman Dhir,Harsh Dubey,2,10,0,0,1,1,0.0,500.0,10.0
Naman Dhir,Harshal Patel,4,9,0,2,0,1,50.0,225.0,9.0
Naman Dhir,Harshit Rana,3,1,0,2,0,0,66.67,33.33,1.0
Naman Dhir,Jasprit Bumrah,11,11,2,6,2,0,54.55,100.0,5.5
Naman Dhir,Josh Hazlewood,9,10,0,1,0,0,11.11,111.11,10.0
Naman Dhir,KL Rahul,4,13,0,1,0,2,25.0,325.0,13.0
Naman Dhir,KM Asif,10,15,0,1,1,0,10.0,150.0,15.0
Naman Dhir,Kranthi Kumar,18,29,1,5,3,1,27.78,161.11,29.0
Naman Dhir,Kuldeep Yadav,14,23,0,5,2,1,35.71,164.29,23.0
Naman Dhir,Liam Livingstone,10,19,0,0,2,0,0.0,190.0,19.0
Naman Dhir,Malinda Pushpakumara,13,17,0,5,1,0,38.46,130.77,17.0
Naman Dhir,Manav Suthar,1,1,0,0,0,0,0.0,100.0,1.0
Naman Dhir,Manisankar Murasingh,10,13,0,0,0,0,0.0,130.0,13.0
Naman Dhir,Matt Henry,12,25,0,3,1,2,25.0,208.33,25.0
Naman Dhir,Mitchell Marsh,12,17,0,2,2,0,16.67,141.67,17.0
Naman Dhir,Mohammed Shami,20,22,0,7,2,0,35.0,110.0,22.0
Naman Dhir,Mohammed Siraj,7,7,0,1,0,0,14.29,100.0,7.0
Naman Dhir,Mridul Surroch,13,14,1,2,0,0,15.38,107.69,14.0
Naman Dhir,Nishan Peiris,6,21,1,1,0,3,16.67,350.0,21.0
Naman Dhir,Nitish Kumar Reddy,7,6,0,2,0,0,28.57,85.71,6.0
Naman Dhir,Pat Cummins,2,2,0,0,0,0,0.0,100.0,2.0
Naman Dhir,Prashant Veer,3,4,2,2,1,0,66.67,133.33,2.0
Naman Dhir,Praveen Jayawickrama,8,10,0,1,0,0,12.5,125.0,10.0
Naman Dhir,Rachin Ravindra,7,6,0,1,0,0,14.29,85.71,6.0
Naman Dhir,Rasikh Dar,2,1,0,1,0,0,50.0,50.0,1.0
Naman Dhir,Ravi Bishnoi,7,15,1,1,3,0,14.29,214.29,15.0
Naman Dhir,Riyan Parag,5,18,0,0,2,1,0.0,360.0,18.0
Naman Dhir,Sahan Arachchige,8,3,0,6,0,0,75.0,37.5,3.0
Naman Dhir,Sairaj Patil,6,6,0,1,0,0,16.67,100.0,6.0
Naman Dhir,Sanvir Singh,3,2,0,2,0,0,66.67,66.67,2.0
Naman Dhir,Seekkuge Prasanna,1,0,1,1,0,0,100.0,0.0,0.0
Naman Dhir,Shahbaz Ahmed,2,1,0,1,0,0,50.0,50.0,1.0
Naman Dhir,Shiran Fernando,5,7,0,0,0,0,0.0,140.0,7.0
Naman Dhir,Shubham Agarwal,3,6,0,0,1,0,0.0,200.0,6.0
Naman Dhir,Sonny Baker,4,8,0,0,1,0,0.0,200.0,8.0
Naman Dhir,Tanay Thyagarajan,6,11,0,0,1,0,0.0,183.33,11.0
Naman Dhir,Tilak Varma,2,3,0,0,0,0,0.0,150.0,3.0
Naman Dhir,Vaisakh Chandran,3,2,1,1,0,0,33.33,66.67,2.0
Naman Dhir,Vasuki Koushik,2,3,0,0,0,0,0.0,150.0,3.0
Naman Dhir,Vignesh Puthur,22,28,2,11,2,2,50.0,127.27,14.0
Naman Dhir,Wanindu Hasaranga,4,6,0,0,0,0,0.0,150.0,6.0
Naman Dhir,Washington Sundar,14,26,0,4,2,2,28.57,185.71,26.0
Naman Dhir,Will Jacks,4,9,0,0,0,1,0.0,225.0,9.0
Nandre Burger,Jaydev Unadkat,2,6,0,1,0,1,50.0,300.0,6.0
Nandre Burger,Will Jacks,2,0,1,2,0,0,100.0,0.0,0.0
Nathan Ellis,Akash Vasisht,1,0,1,1,0,0,100.0,0.0,0.0
Nathan Ellis,Akeal Hosein,2,1,1,1,0,0,50.0,50.0,1.0
Nathan Ellis,Atit Sheth,3,4,0,0,0,0,0.0,133.33,4.0
Nathan Ellis,CV Stephen,4,1,2,3,0,0,75.0,25.0,0.5
Nathan Ellis,Gurinder Singh,5,3,1,2,0,0,40.0,60.0,3.0
Nathan Ellis,Harpreet Brar,4,10,0,0,0,1,0.0,250.0,10.0
Nathan Ellis,Karan Lal,3,4,0,0,0,0,0.0,133.33,4.0
Nathan Ellis,Lungi Ngidi,2,0,1,2,0,0,100.0,0.0,0.0
Nathan Ellis,Pat Cummins,1,1,0,0,0,0,0.0,100.0,1.0
Nathan Ellis,Prabath Jayasuriya,2,0,1,2,0,0,100.0,0.0,0.0
Nathan Ellis,Rachin Ravindra,4,3,1,2,0,0,50.0,75.0,3.0
Nathan Ellis,Rasikh Dar,4,14,1,1,0,2,25.0,350.0,14.0
Nathan Ellis,Sahan Arachchige,1,0,1,1,0,0,100.0,0.0,0.0
Nathan Ellis,Sakib Hussain,2,0,1,2,0,0,100.0,0.0,0.0
Nathan Ellis,Shiran Fernando,7,8,0,4,1,0,57.14,114.29,8.0
Nathan Ellis,Tanay Thyagarajan,1,2,0,0,0,0,0.0,200.0,2.0
Nathan Ellis,Wanindu Hasaranga,3,1,1,2,0,0,66.67,33.33,1.0
Nathan Ellis,Washington Sundar,3,0,1,3,0,0,100.0,0.0,0.0
Nathan Ellis,Will Jacks,3,4,0,0,0,0,0.0,133.33,4.0
Nehal Wadhera,Abdul Samad,2,5,0,0,1,0,0.0,250.0,5.0
Nehal Wadhera,Anukul Roy,8,15,0,2,1,1,25.0,187.5,15.0
Nehal Wadhera,Avesh Khan,12,15,0,5,1,0,41.67,125.0,15.0
Nehal Wadhera,Cameron Green,18,21,0,7,1,1,38.89,116.67,21.0
Nehal Wadhera,Shardul Thakur,6,6,0,1,0,0,16.67,100.0,6.0
Nehal Wadhera,Vaibhav Arora,6,15,0,2,2,1,33.33,250.0,15.0
Nehal Wadhera,Varun Chakravarthy,13,11,3,6,1,0,46.15,84.62,3.67
Nehal Wadhera,Washington Sundar,5,5,2,3,1,0,60.0,100.0,2.5
Nicholas Pooran,Ajay Dev Goud,1,0,1,1,0,0,100.0,0.0,0.0
Nicholas Pooran,Akash Vasisht,9,21,1,1,1,2,11.11,233.33,21.0
Nicholas Pooran,Akeal Hosein,1,1,0,0,0,0,0.0,100.0,1.0
Nicholas Pooran,Anukul Roy,1,1,0,0,0,0,0.0,100.0,1.0
Nicholas Pooran,Ashok Sharma,9,10,0,2,0,0,22.22,111.11,10.0
Nicholas Pooran,Bhuvneshwar Kumar,5,7,0,1,0,0,20.0,140.0,7.0
Nicholas Pooran,CV Stephen,3,4,0,0,0,0,0.0,133.33,4.0
Nicholas Pooran,Cameron Green,7,12,0,2,2,0,28.57,171.43,12.0
Nicholas Pooran,Corbin Bosch,3,4,0,0,0,0,0.0,133.33,4.0
Nicholas Pooran,Dushan Hemantha,2,1,0,1,0,0,50.0,50.0,1.0
Nicholas Pooran,Gurinder Singh,3,7,0,1,0,1,33.33,233.33,7.0
Nicholas Pooran,Hardik Pandya,3,3,0,0,0,0,0.0,100.0,3.0
Nicholas Pooran,Harpreet Brar,1,1,0,0,0,0,0.0,100.0,1.0
Nicholas Pooran,Harsh Dubey,4,10,0,0,0,1,0.0,250.0,10.0
Nicholas Pooran,Ishant Sharma,2,2,0,0,0,0,0.0,100.0,2.0
Nicholas Pooran,Joel Davies,5,8,1,1,1,0,20.0,160.0,8.0
Nicholas Pooran,Josh Hazlewood,9,12,1,1,0,0,11.11,133.33,12.0
Nicholas Pooran,Kranthi Kumar,13,8,2,8,1,0,61.54,61.54,4.0
Nicholas Pooran,Krunal Pandya,4,9,1,1,2,0,25.0,225.0,9.0
Nicholas Pooran,Kuldeep Yadav,6,16,0,0,1,1,0.0,266.67,16.0
Nicholas Pooran,Lalit Yadav,9,14,0,1,0,1,11.11,155.56,14.0
Nicholas Pooran,Malinda Pushpakumara,14,26,0,0,1,1,0.0,185.71,26.0
Nicholas Pooran,Manav Suthar,13,10,1,7,0,0,53.85,76.92,10.0
Nicholas Pooran,Marcus Stoinis,3,5,0,0,0,0,0.0,166.67,5.0
Nicholas Pooran,Mitchell Starc,3,0,1,3,0,0,100.0,0.0,0.0
Nicholas Pooran,Mohammed Shami,1,0,1,1,0,0,100.0,0.0,0.0
Nicholas Pooran,Mohammed Siraj,11,19,0,4,0,2,36.36,172.73,19.0
Nicholas Pooran,Nathan Ellis,4,9,1,1,0,1,25.0,225.0,9.0
Nicholas Pooran,Nishan Peiris,13,21,1,6,1,2,46.15,161.54,21.0
Nicholas Pooran,Prabath Jayasuriya,3,7,0,0,1,0,0.0,233.33,7.0
Nicholas Pooran,Prince Yadav,5,8,1,2,1,0,40.0,160.0,8.0
Nicholas Pooran,Rachin Ravindra,7,15,0,1,1,1,14.29,214.29,15.0
Nicholas Pooran,Sahan Arachchige,16,23,1,4,0,2,25.0,143.75,23.0
Nicholas Pooran,Scott Curie,1,0,1,1,0,0,100.0,0.0,0.0
Nicholas Pooran,Seekkuge Prasanna,2,2,1,1,0,0,50.0,100.0,2.0
Nicholas Pooran,Shiran Fernando,1,0,1,1,0,0,100.0,0.0,0.0
Nicholas Pooran,Shivam Dube,4,4,0,1,0,0,25.0,100.0,4.0
Nicholas Pooran,Shubham Agarwal,3,4,0,0,0,0,0.0,133.33,4.0
Nicholas Pooran,Sonny Baker,3,0,0,3,0,0,100.0,0.0,0.0
Nicholas Pooran,Sunil Narine,3,7,0,0,1,0,0.0,233.33,7.0
Nicholas Pooran,Suryansh Shedge,5,13,0,1,3,0,20.0,260.0,13.0
Nicholas Pooran,Vishen Halambage,19,22,0,7,0,1,36.84,115.79,22.0
Nicholas Pooran,Washington Sundar,2,1,1,1,0,0,50.0,50.0,1.0
Nicholas Pooran,Will Jacks,2,2,0,0,0,0,0.0,100.0,2.0
Nicholas Pooran,Yuvraj Chaudhary,2,6,1,1,0,1,50.0,300.0,6.0
Nimesh Vimukthi,Vishen Halambage,1,0,1,1,0,0,100.0,0.0,0.0
Nishan Peiris,Adam Zampa,1,0,1,1,0,0,100.0,0.0,0.0
Nishan Peiris,Akash Vasisht,3,5,0,0,0,0,0.0,166.67,5.0
Nishan Peiris,Akeal Hosein,3,1,0,2,0,0,66.67,33.33,1.0
Nishan Peiris,Arshdeep Singh,3,2,0,1,0,0,33.33,66.67,2.0
Nishan Peiris,Ashok Sharma,8,1,2,7,0,0,87.5,12.5,0.5
Nishan Peiris,Atit Sheth,5,13,0,0,1,1,0.0,260.0,13.0
Nishan Peiris,Dushan Hemantha,1,0,1,1,0,0,100.0,0.0,0.0
Nishan Peiris,Gurinder Singh,3,1,0,2,0,0,66.67,33.33,1.0
Nishan Peiris,Harpreet Brar,2,8,0,0,2,0,0.0,400.0,8.0
Nishan Peiris,Ishant Sharma,3,0,1,3,0,0,100.0,0.0,0.0
Nishan Peiris,Malinda Pushpakumara,6,3,2,4,0,0,66.67,50.0,1.5
Nishan Peiris,Mohammed Siraj,4,10,0,0,2,0,0.0,250.0,10.0
Nishan Peiris,Mukhtar Hussain,1,1,0,0,0,0,0.0,100.0,1.0
Nishan Peiris,Pat Cummins,1,0,1,1,0,0,100.0,0.0,0.0
Nishan Peiris,Prabath Jayasuriya,1,0,1,1,0,0,100.0,0.0,0.0
Nishan Peiris,Ravi Bishnoi,2,1,0,1,0,0,50.0,50.0,1.0
Nishan Peiris,Sahan Arachchige,6,8,0,4,2,0,66.67,133.33,8.0
Nishan Peiris,Sam Curran,2,0,0,2,0,0,100.0,0.0,0.0
Nishan Peiris,Seekkuge Prasanna,5,5,1,2,0,0,40.0,100.0,5.0
Nishan Peiris,Shiran Fernando,2,4,1,1,1,0,50.0,200.0,4.0
Nishan Peiris,Shubham Agarwal,1,1,0,0,0,0,0.0,100.0,1.0
Nishan Peiris,Sonny Baker,3,5,0,1,1,0,33.33,166.67,5.0
Nishan Peiris,Vishen Halambage,3,4,0,0,0,0,0.0,133.33,4.0
Nishan Peiris,Wanindu Hasaranga,1,1,0,0,0,0,0.0,100.0,1.0
Nishant Sindhu,Aaron Hardie,4,4,0,1,0,0,25.0,100.0,4.0
Nishant Sindhu,Adam Zampa,11,18,3,4,2,1,36.36,163.64,6.0
Nishant Sindhu,Akash Vasisht,6,13,1,1,1,1,16.67,216.67,13.0
Nishant Sindhu,Akeal Hosein,4,5,1,1,0,0,25.0,125.0,5.0
Nishant Sindhu,Anshul Kamboj,9,18,0,2,1,1,22.22,200.0,18.0
Nishant Sindhu,Anukul Roy,15,24,1,6,1,2,40.0,160.0,24.0
Nishant Sindhu,Arjun Tendulkar,2,6,1,1,0,1,50.0,300.0,6.0
Nishant Sindhu,Ashok Sharma,17,20,0,3,1,0,17.65,117.65,20.0
Nishant Sindhu,Axar Patel,8,10,1,1,0,0,12.5,125.0,10.0
Nishant Sindhu,Bhuvneshwar Kumar,7,10,1,2,1,0,28.57,142.86,10.0
Nishant Sindhu,Brian Bennett,7,6,0,1,0,0,14.29,85.71,6.0
Nishant Sindhu,Dushan Hemantha,4,6,1,2,1,0,50.0,150.0,6.0
Nishant Sindhu,Gangam Anikethreddy,4,8,0,0,0,0,0.0,200.0,8.0
Nishant Sindhu,Gurinder Singh,7,8,0,0,0,0,0.0,114.29,8.0
Nishant Sindhu,Gurnoor Singh Brar,7,14,0,2,1,1,28.57,200.0,14.0
Nishant Sindhu,Gus Atkinson,1,1,0,0,0,0,0.0,100.0,1.0
Nishant Sindhu,Hardik Pandya,5,4,0,2,0,0,40.0,80.0,4.0
Nishant Sindhu,Kagiso Rabada,3,2,0,2,0,0,66.67,66.67,2.0
Nishant Sindhu,Kranthi Kumar,4,13,0,1,0,2,25.0,325.0,13.0
Nishant Sindhu,Krunal Pandya,5,8,0,3,0,1,60.0,160.0,8.0
Nishant Sindhu,Kuldeep Yadav,16,24,0,1,0,1,6.25,150.0,24.0
Nishant Sindhu,Lalit Yadav,1,0,1,1,0,0,100.0,0.0,0.0
Nishant Sindhu,Luke Wood,5,4,0,1,0,0,20.0,80.0,4.0
Nishant Sindhu,Lungi Ngidi,4,1,1,3,0,0,75.0,25.0,1.0
Nishant Sindhu,Malinda Pushpakumara,15,18,1,6,0,1,40.0,120.0,18.0
Nishant Sindhu,Matheesha Pathirana,9,15,0,1,2,0,11.11,166.67,15.0
Nishant Sindhu,Matt Henry,4,7,0,2,0,1,50.0,175.0,7.0
Nishant Sindhu,Mitchell Starc,6,13,1,2,1,1,33.33,216.67,13.0
Nishant Sindhu,Mukhtar Hussain,7,10,1,1,0,0,14.29,142.86,10.0
Nishant Sindhu,Nathan Ellis,5,11,0,0,1,0,0.0,220.0,11.0
Nishant Sindhu,Prashant Veer,6,6,0,1,0,0,16.67,100.0,6.0
Nishant Sindhu,Rachin Ravindra,6,14,0,1,1,1,16.67,233.33,14.0
Nishant Sindhu,Rashid Khan,4,3,0,1,0,0,25.0,75.0,3.0
Nishant Sindhu,Ravindra Jadeja,3,4,0,0,0,0,0.0,133.33,4.0
Nishant Sindhu,Sahan Arachchige,5,6,0,2,1,0,40.0,120.0,6.0
Nishant Sindhu,Sairaj Patil,4,4,0,0,0,0,0.0,100.0,4.0
Nishant Sindhu,Sayan Ghosh,3,2,0,1,0,0,33.33,66.67,2.0
Nishant Sindhu,Scott Curie,2,2,0,0,0,0,0.0,100.0,2.0
Nishant Sindhu,Shahbaz Ahmed,4,9,0,0,1,0,0.0,225.0,9.0
Nishant Sindhu,Shardul Thakur,10,14,0,2,1,0,20.0,140.0,14.0
Nishant Sindhu,Sonny Baker,3,0,1,3,0,0,100.0,0.0,0.0
Nishant Sindhu,Sunil Narine,6,8,0,0,0,0,0.0,133.33,8.0
Nishant Sindhu,Vaisakh Chandran,4,6,0,0,0,0,0.0,150.0,6.0
Nishant Sindhu,Varun Chakravarthy,12,20,1,1,2,0,8.33,166.67,20.0
Nishant Sindhu,Vishen Halambage,17,21,1,2,1,0,11.76,123.53,21.0
Nishant Sindhu,Wanindu Hasaranga,3,4,0,0,0,0,0.0,133.33,4.0
Nishant Sindhu,Washington Sundar,5,6,1,1,0,0,20.0,120.0,6.0
Nitish Kumar Reddy,Adam Zampa,4,5,0,0,0,0,0.0,125.0,5.0
Nitish Kumar Reddy,Adil Rashid,1,1,0,0,0,0,0.0,100.0,1.0
Nitish Kumar Reddy,Anrich Nortje,5,3,0,2,0,0,40.0,60.0,3.0
Nitish Kumar Reddy,Anshul Kamboj,1,1,0,0,0,0,0.0,100.0,1.0
Nitish Kumar Reddy,Anukul Roy,2,2,1,1,0,0,50.0,100.0,2.0
Nitish Kumar Reddy,Arshdeep Singh,12,23,0,3,2,1,25.0,191.67,23.0
Nitish Kumar Reddy,Ashok Sharma,17,35,2,2,2,2,11.76,205.88,17.5
Nitish Kumar Reddy,Ashwin Das,6,12,0,1,2,0,16.67,200.0,12.0
Nitish Kumar Reddy,Auqib Nabi,8,12,1,3,0,1,37.5,150.0,12.0
Nitish Kumar Reddy,Avinov Choudhary,26,23,4,15,0,2,57.69,88.46,5.75
Nitish Kumar Reddy,Bhuvneshwar Kumar,4,11,1,1,1,1,25.0,275.0,11.0
Nitish Kumar Reddy,Brian Bennett,9,15,0,1,2,0,11.11,166.67,15.0
Nitish Kumar Reddy,CV Stephen,24,50,0,4,6,2,16.67,208.33,50.0
Nitish Kumar Reddy,Cameron Green,4,9,0,0,0,1,0.0,225.0,9.0
Nitish Kumar Reddy,Chetan Sakariya,13,31,0,3,1,3,23.08,238.46,31.0
Nitish Kumar Reddy,Corbin Bosch,10,17,1,1,0,1,10.0,170.0,17.0
Nitish Kumar Reddy,Darshan Nalkande,1,1,0,0,0,0,0.0,100.0,1.0
Nitish Kumar Reddy,Deepak Hooda,2,4,0,0,0,0,0.0,200.0,4.0
Nitish Kumar Reddy,Dian Forrester,19,40,0,2,3,2,10.53,210.53,40.0
Nitish Kumar Reddy,Donovan Ferreira,13,18,0,2,1,0,15.38,138.46,18.0
Nitish Kumar Reddy,Gurinder Singh,18,23,2,5,2,0,27.78,127.78,11.5
Nitish Kumar Reddy,Hardik Pandya,11,17,0,0,1,0,0.0,154.55,17.0
Nitish Kumar Reddy,Harpreet Brar,16,28,1,3,1,2,18.75,175.0,28.0
Nitish Kumar Reddy,Harsh Dubey,2,2,0,0,0,0,0.0,100.0,2.0
Nitish Kumar Reddy,Harshal Patel,11,20,0,3,4,0,27.27,181.82,20.0
Nitish Kumar Reddy,Jacob Duffy,6,8,1,1,0,0,16.67,133.33,8.0
Nitish Kumar Reddy,Jacques Snyman,1,1,0,0,0,0,0.0,100.0,1.0
Nitish Kumar Reddy,Jamie Overton,3,8,0,0,1,0,0.0,266.67,8.0
Nitish Kumar Reddy,Jason Holder,3,2,0,1,0,0,33.33,66.67,2.0
Nitish Kumar Reddy,Jaydev Unadkat,4,8,0,1,1,0,25.0,200.0,8.0
Nitish Kumar Reddy,Jofra Archer,9,10,1,3,1,0,33.33,111.11,10.0
Nitish Kumar Reddy,Josh Hazlewood,18,45,2,3,3,4,16.67,250.0,22.5
Nitish Kumar Reddy,Kagiso Rabada,6,12,0,2,1,1,33.33,200.0,12.0
Nitish Kumar Reddy,Karan Lal,3,6,0,0,0,0,0.0,200.0,6.0
Nitish Kumar Reddy,Kranthi Kumar,17,26,2,4,2,1,23.53,152.94,13.0
Nitish Kumar Reddy,Krunal Pandya,7,9,0,1,0,0,14.29,128.57,9.0
Nitish Kumar Reddy,Kuldeep Yadav,8,14,1,3,1,1,37.5,175.0,14.0
Nitish Kumar Reddy,Liam Livingstone,12,27,0,2,1,2,16.67,225.0,27.0
Nitish Kumar Reddy,Lockie Ferguson,6,4,0,2,0,0,33.33,66.67,4.0
Nitish Kumar Reddy,Malinda Pushpakumara,40,82,0,6,6,4,15.0,205.0,82.0
Nitish Kumar Reddy,Manav Suthar,1,0,1,1,0,0,100.0,0.0,0.0
Nitish Kumar Reddy,Marcus Stoinis,1,0,1,1,0,0,100.0,0.0,0.0
Nitish Kumar Reddy,Matt Henry,7,7,0,1,0,0,14.29,100.0,7.0
Nitish Kumar Reddy,Mitchell Starc,7,15,2,3,0,2,42.86,214.29,7.5
Nitish Kumar Reddy,Mohsin Khan,1,0,1,1,0,0,100.0,0.0,0.0
Nitish Kumar Reddy,Mukhtar Hussain,2,2,0,0,0,0,0.0,100.0,2.0
Nitish Kumar Reddy,Naman Dhir,3,5,0,0,0,0,0.0,166.67,5.0
Nitish Kumar Reddy,Nishan Peiris,3,5,0,0,0,0,0.0,166.67,5.0
Nitish Kumar Reddy,Nitish Kumar Reddy,20,25,1,6,2,1,30.0,125.0,25.0
Nitish Kumar Reddy,Pat Cummins,8,14,1,3,0,1,37.5,175.0,14.0
Nitish Kumar Reddy,Prabath Jayasuriya,11,16,3,3,2,0,27.27,145.45,5.33
Nitish Kumar Reddy,Praveen Jayawickrama,9,16,0,1,1,1,11.11,177.78,16.0
Nitish Kumar Reddy,Prince Yadav,3,2,2,2,0,0,66.67,66.67,1.0
Nitish Kumar Reddy,Rachin Ravindra,9,21,1,1,2,1,11.11,233.33,21.0
Nitish Kumar Reddy,Rashid Khan,5,3,1,2,0,0,40.0,60.0,3.0
Nitish Kumar Reddy,Ravi Bishnoi,12,24,1,1,2,1,8.33,200.0,24.0
Nitish Kumar Reddy,Ravindra Jadeja,11,11,1,5,1,0,45.45,100.0,11.0
Nitish Kumar Reddy,Sahan Arachchige,3,9,0,0,2,0,0.0,300.0,9.0
Nitish Kumar Reddy,Sam Curran,7,9,0,1,1,0,14.29,128.57,9.0
Nitish Kumar Reddy,Sanvir Singh,13,21,0,2,1,0,15.38,161.54,21.0
Nitish Kumar Reddy,Scott Curie,7,10,0,1,1,0,14.29,142.86,10.0
Nitish Kumar Reddy,Seekkuge Prasanna,9,18,1,2,1,1,22.22,200.0,18.0
Nitish Kumar Reddy,Shiran Fernando,7,28,0,0,2,3,0.0,400.0,28.0
Nitish Kumar Reddy,Shivam Shukla,3,1,1,2,0,0,66.67,33.33,1.0
Nitish Kumar Reddy,Sikandar Raza,3,4,0,0,0,0,0.0,133.33,4.0
Nitish Kumar Reddy,Sonny Baker,2,0,1,2,0,0,100.0,0.0,0.0
Nitish Kumar Reddy,Varun Chakravarthy,4,9,0,0,0,1,0.0,225.0,9.0
Nitish Kumar Reddy,Vishen Halambage,13,7,2,8,0,0,61.54,53.85,3.5
Nitish Kumar Reddy,Wanindu Hasaranga,17,17,1,4,0,0,23.53,100.0,17.0
Nitish Kumar Reddy,Washington Sundar,1,1,0,0,0,0,0.0,100.0,1.0
Nitish Kumar Reddy,Will Jacks,8,15,1,3,1,1,37.5,187.5,15.0
Nitish Kumar Reddy,Yuzvendra Chahal,4,2,0,2,0,0,50.0,50.0,2.0
Nitish Kumar Reddy,Zeeshan Ansari,2,6,0,0,1,0,0.0,300.0,6.0
Nitish Rana,Adam Zampa,22,39,0,2,3,1,9.09,177.27,39.0
Nitish Rana,Adil Rashid,3,7,1,1,0,1,33.33,233.33,7.0
Nitish Rana,Aiden Markram,4,5,0,2,1,0,50.0,125.0,5.0
Nitish Rana,Ajay Dev Goud,30,47,2,9,4,2,30.0,156.67,23.5
Nitish Rana,Akash Vasisht,16,28,0,0,2,1,0.0,175.0,28.0
Nitish Rana,Akeal Hosein,6,7,0,1,0,0,16.67,116.67,7.0
Nitish Rana,Anukul Roy,4,10,1,1,1,0,25.0,250.0,10.0
Nitish Rana,Arpit Vasavada,3,11,0,0,1,1,0.0,366.67,11.0
Nitish Rana,Ashok Sharma,28,38,1,7,3,1,25.0,135.71,38.0
Nitish Rana,Atit Sheth,7,8,0,1,0,0,14.29,114.29,8.0
Nitish Rana,Axar Patel,3,4,0,0,0,0,0.0,133.33,4.0
Nitish Rana,Bhuvneshwar Kumar,18,22,2,8,0,2,44.44,122.22,11.0
Nitish Rana,Brad Evans,28,47,2,8,3,3,28.57,167.86,23.5
Nitish Rana,Brian Bennett,4,4,0,1,0,0,25.0,100.0,4.0
Nitish Rana,CV Stephen,2,3,0,0,0,0,0.0,150.0,3.0
Nitish Rana,Cameron Green,7,10,0,0,0,0,0.0,142.86,10.0
Nitish Rana,Chetan Sakariya,4,1,0,3,0,0,75.0,25.0,1.0
Nitish Rana,Darshan Nalkande,6,7,0,0,0,0,0.0,116.67,7.0
Nitish Rana,Dian Forrester,3,5,1,1,1,0,33.33,166.67,5.0
Nitish Rana,Dushan Hemantha,38,55,3,12,4,3,31.58,144.74,18.33
Nitish Rana,Gangam Anikethreddy,13,18,0,5,1,1,38.46,138.46,18.0
